Satisfied,Gender,Age,Age_Group,Customer_Type,Type_Travel,Seat_Class,Seat_Comfort,Catering,Cleanliness,Online_Support,Onboard_Service,Travel_Distance(km),delay(seconds),num_sat,ID
yes,F,30,Middle,loyal,biz,premium,Good,Good,Good,Acceptable,Good,204,91,1,98800549
no,F,32,Middle,loyal,biz,premium,Good,Poor,Good,Good,Poor,213,0,0,98800550
no,F,19,Young Adult,infrequent,biz,premium,Good,Good,Good,Good,Poor,132,0,0,98800551
yes,F,30,Middle,loyal,pers,regular,Good,Good,Poor,Good,Poor,137,0,1,98800552
no,F,19,Young Adult,loyal,pers,regular,Acceptable,Acceptable,Good,Poor,Acceptable,177,0,0,98800553
yes,M,18,Young Adult,loyal,biz,premium,Poor,Poor,Acceptable,Good,Good,380,12,1,98800554
yes,M,47,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Poor,246,9,1,98800555
no,F,56,Upper Age,loyal,biz,premium,Good,Poor,Poor,Good,Good,550,261,0,98800556
no,F,24,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Acceptable,Good,205,112,0,98800560
yes,M,68,Elder,loyal,pers,regular,Good,Good,Poor,Good,Poor,180,5,1,98800562
yes,F,18,Young Adult,loyal,pers,regular,Poor,Poor,Good,Good,Good,128,0,1,98800563
no,F,47,Upper Age,loyal,biz,premium,Poor,Good,Acceptable,Acceptable,Acceptable,258,52,0,98800566
yes,M,54,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,73,5,1,98800572
no,M,58,Upper Age,loyal,biz,premium,Acceptable,Poor,Good,Acceptable,Poor,188,89,0,98800574
yes,M,64,Elder,loyal,biz,premium,Good,Poor,Good,Good,Good,91,29,1,98800575
yes,M,57,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,326,20,1,98800576
no,F,28,Young Adult,infrequent,biz,premium,Acceptable,Acceptable,Good,Poor,Acceptable,184,152,0,98800579
no,M,35,Middle,infrequent,biz,premium,Acceptable,Acceptable,Acceptable,Good,Poor,121,0,0,98800583
no,M,19,Young Adult,loyal,pers,premium,Acceptable,Acceptable,Good,Poor,Good,155,43,0,98800584
yes,F,39,Middle,loyal,pers,regular,Good,Good,Good,Poor,Good,232,0,1,98800586
yes,M,22,Young Adult,infrequent,biz,regular,Good,Good,Poor,Acceptable,Poor,132,0,1,98800587
no,M,23,Young Adult,loyal,biz,premium,Poor,Poor,Good,Good,Poor,100,0,0,98800589
yes,F,48,Upper Age,loyal,pers,premium,Poor,Poor,Good,Good,Good,198,11,1,98800591
yes,F,53,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,158,0,1,98800595
no,F,41,Middle,loyal,biz,premium,Poor,Poor,Good,Poor,Acceptable,289,0,0,98800597
no,M,58,Upper Age,loyal,biz,premium,Poor,Good,Poor,Good,Poor,86,20,0,98800600
yes,F,58,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,280,110,1,98800601
yes,M,56,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,309,0,1,98800602
yes,F,56,Upper Age,loyal,pers,regular,Poor,Good,Good,Good,Acceptable,105,13,1,98800603
no,M,48,Upper Age,loyal,pers,regular,Good,Good,Good,Poor,Good,245,89,0,98800604
yes,F,53,Upper Age,loyal,biz,regular,Good,Good,Good,Poor,Good,229,0,1,98800605
no,M,39,Middle,loyal,biz,premium,Acceptable,Poor,Acceptable,Good,Acceptable,324,0,0,98800606
yes,M,20,Young Adult,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Acceptable,418,0,1,98800607
yes,M,22,Young Adult,infrequent,biz,regular,Good,Good,Good,Poor,Good,246,4,1,98800610
yes,M,41,Middle,loyal,biz,regular,Poor,Poor,Acceptable,Good,Acceptable,212,0,1,98800611
no,M,26,Young Adult,loyal,pers,regular,Good,Good,Good,Poor,Good,269,0,0,98800612
yes,F,36,Middle,loyal,pers,regular,Good,Good,Good,Good,Good,239,0,1,98800615
no,M,34,Middle,loyal,pers,regular,Acceptable,Acceptable,Good,Poor,Good,220,0,0,98800616
yes,M,38,Middle,loyal,biz,regular,Poor,Poor,Good,Poor,Good,296,0,1,98800617
no,M,20,Young Adult,loyal,pers,regular,Poor,Good,Good,Acceptable,Acceptable,156,3,0,98800618
yes,F,26,Young Adult,infrequent,biz,regular,Poor,Poor,Poor,Good,Good,156,46,1,98800619
no,M,52,Upper Age,loyal,pers,premium,Good,Poor,Good,Acceptable,Poor,105,0,0,98800620
yes,M,59,Upper Age,loyal,biz,premium,Good,Poor,Acceptable,Good,Good,144,9,1,98800622
no,M,49,Upper Age,loyal,pers,premium,Poor,Poor,Good,Good,Good,249,0,0,98800624
yes,F,48,Upper Age,loyal,pers,regular,Good,Acceptable,Acceptable,Good,Acceptable,219,0,1,98800626
yes,F,23,Young Adult,infrequent,biz,premium,Good,Good,Poor,Good,Good,158,0,1,98800633
yes,M,40,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,214,22,1,98800634
yes,M,26,Young Adult,loyal,biz,premium,Poor,Poor,Good,Good,Good,241,24,1,98800641
yes,F,33,Middle,loyal,biz,regular,Good,Good,Poor,Poor,Poor,174,25,1,98800646
no,M,48,Upper Age,loyal,biz,premium,Acceptable,Good,Acceptable,Poor,Acceptable,104,1,0,98800649
yes,M,18,Young Adult,infrequent,biz,regular,Good,Good,Good,Good,Acceptable,195,0,1,98800651
no,M,36,Middle,infrequent,biz,premium,Poor,Poor,Good,Poor,Good,218,1,0,98800653
no,F,38,Middle,loyal,biz,regular,Poor,Poor,Poor,Acceptable,Poor,80,104,0,98800655
no,F,25,Young Adult,infrequent,biz,regular,Acceptable,Acceptable,Good,Good,Poor,89,64,0,98800656
no,F,24,Young Adult,infrequent,biz,regular,Good,Acceptable,Good,Poor,Good,201,0,0,98800662
yes,F,37,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,156,32,1,98800663
yes,F,42,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,160,30,1,98800664
yes,M,46,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,358,2,1,98800665
no,M,69,Elder,loyal,pers,regular,Good,Acceptable,Acceptable,Good,Poor,374,0,0,98800666
no,M,31,Middle,loyal,pers,premium,Acceptable,Acceptable,Acceptable,Good,Good,187,11,0,98800671
no,F,29,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Acceptable,Good,158,0,0,98800674
no,M,32,Middle,loyal,biz,regular,Poor,Poor,Acceptable,Poor,Acceptable,190,16,0,98800678
yes,M,21,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Acceptable,Acceptable,160,10,1,98800679
yes,F,43,Middle,loyal,biz,premium,Good,Good,Good,Poor,Good,314,2,1,98800681
yes,F,57,Upper Age,loyal,pers,regular,Acceptable,Acceptable,Good,Good,Good,176,82,1,98800683
yes,F,22,Young Adult,loyal,pers,regular,Good,Good,Good,Good,Good,137,93,1,98800684
yes,M,43,Middle,loyal,biz,regular,Good,Acceptable,Good,Good,Good,118,0,1,98800686
yes,F,30,Middle,loyal,pers,regular,Good,Good,Good,Good,Acceptable,207,7,1,98800688
yes,F,47,Upper Age,loyal,biz,premium,Good,Poor,Good,Good,Good,56,7,1,98800689
no,M,48,Upper Age,loyal,biz,premium,Acceptable,Poor,Acceptable,Acceptable,Acceptable,70,88,0,98800692
no,M,24,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Good,Poor,146,0,0,98800694
no,F,29,Young Adult,loyal,pers,regular,Acceptable,Acceptable,Good,Good,Poor,170,34,0,98800696
no,M,29,Young Adult,loyal,biz,regular,Poor,Acceptable,Acceptable,Poor,Good,186,0,0,98800697
yes,F,34,Middle,loyal,biz,premium,Good,Good,Acceptable,Good,Acceptable,55,48,1,98800701
yes,M,37,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,208,0,1,98800703
yes,F,23,Young Adult,loyal,pers,premium,Acceptable,Poor,Good,Good,Good,240,8,1,98800704
no,F,30,Middle,infrequent,biz,premium,Poor,Poor,Good,Poor,Good,124,9,0,98800706
no,M,43,Middle,loyal,pers,regular,Poor,Poor,Good,Good,Good,170,0,0,98800707
yes,M,33,Middle,loyal,biz,regular,Poor,Poor,Good,Acceptable,Good,520,0,1,98800708
yes,F,34,Middle,loyal,biz,regular,Poor,Good,Good,Good,Good,181,11,1,98800709
no,F,54,Upper Age,loyal,biz,premium,Good,Acceptable,Good,Acceptable,Good,56,0,0,98800713
no,F,30,Middle,infrequent,biz,regular,Good,Good,Acceptable,Poor,Poor,136,0,0,98800714
no,M,44,Middle,loyal,pers,premium,Good,Good,Good,Poor,Good,260,0,0,98800716
yes,F,56,Upper Age,loyal,pers,premium,Poor,Poor,Good,Good,Good,68,30,1,98800720
no,M,42,Middle,loyal,pers,premium,Poor,Poor,Good,Good,Good,253,7,0,98800721
no,F,30,Middle,infrequent,biz,regular,Poor,Poor,Poor,Good,Poor,363,1,0,98800723
yes,M,36,Middle,loyal,biz,regular,Good,Poor,Good,Good,Poor,234,8,1,98800724
no,F,25,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Acceptable,Acceptable,343,28,0,98800725
yes,M,44,Middle,loyal,biz,premium,Good,Good,Poor,Good,Poor,171,151,1,98800727
yes,M,47,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,367,0,1,98800732
yes,M,51,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,130,39,1,98800734
yes,F,80,Elder,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,213,0,1,98800736
yes,M,27,Young Adult,loyal,biz,regular,Poor,Poor,Good,Good,Acceptable,139,0,1,98800737
yes,M,60,Elder,loyal,biz,premium,Good,Poor,Good,Good,Good,299,42,1,98800738
yes,F,27,Young Adult,loyal,pers,regular,Good,Acceptable,Good,Good,Good,330,182,1,98800739
no,F,22,Young Adult,loyal,pers,regular,Good,Good,Good,Good,Good,197,0,0,98800740
yes,F,34,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,301,0,1,98800742
no,M,64,Elder,loyal,biz,premium,Poor,Good,Acceptable,Poor,Good,185,14,0,98800743
no,M,18,Young Adult,loyal,pers,premium,Poor,Poor,Good,Good,Acceptable,155,11,0,98800745
yes,F,50,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Acceptable,Good,Poor,372,3,1,98800746
yes,F,24,Young Adult,infrequent,biz,regular,Good,Good,Poor,Poor,Poor,125,0,1,98800749
yes,F,43,Middle,infrequent,biz,regular,Good,Good,Good,Poor,Acceptable,215,2,1,98800750
yes,F,47,Upper Age,loyal,pers,premium,Poor,Poor,Poor,Good,Poor,92,0,1,98800753
no,M,26,Young Adult,infrequent,biz,premium,Poor,Poor,Acceptable,Acceptable,Good,134,13,0,98800754
no,M,25,Young Adult,infrequent,biz,premium,Acceptable,Acceptable,Good,Poor,Acceptable,214,6,0,98800755
yes,M,31,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,471,1,1,98800756
no,F,41,Middle,infrequent,biz,regular,Acceptable,Acceptable,Good,Acceptable,Good,166,106,0,98800761
no,M,18,Young Adult,loyal,pers,premium,Poor,Poor,Good,Poor,Good,220,0,0,98800762
no,M,50,Upper Age,loyal,pers,premium,Acceptable,Acceptable,Poor,Poor,Acceptable,208,7,0,98800763
no,M,18,Young Adult,infrequent,biz,premium,Acceptable,Acceptable,Acceptable,Good,Poor,269,0,0,98800764
yes,F,36,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,187,14,1,98800768
yes,F,26,Young Adult,loyal,biz,regular,Poor,Acceptable,Good,Good,Good,200,0,1,98800771
no,F,37,Middle,infrequent,biz,premium,Poor,Poor,Good,Acceptable,Acceptable,195,7,0,98800772
yes,M,37,Middle,loyal,biz,premium,Poor,Poor,Good,Good,Good,266,51,1,98800773
no,F,59,Upper Age,infrequent,biz,premium,Poor,Poor,Acceptable,Poor,Acceptable,188,185,0,98800774
yes,F,54,Upper Age,loyal,biz,regular,Acceptable,Poor,Good,Good,Good,96,2,1,98800775
no,F,38,Middle,loyal,biz,premium,Poor,Good,Acceptable,Poor,Acceptable,187,0,0,98800776
yes,M,48,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,53,8,1,98800780
yes,F,24,Young Adult,infrequent,biz,premium,Good,Acceptable,Good,Good,Good,246,1,1,98800781
yes,M,26,Young Adult,loyal,biz,regular,Good,Good,Good,Good,Good,382,2,1,98800785
yes,F,32,Middle,loyal,biz,regular,Poor,Poor,Good,Acceptable,Good,106,0,1,98800788
yes,F,57,Upper Age,loyal,pers,regular,Poor,Poor,Good,Good,Good,106,46,1,98800789
yes,M,48,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Poor,Good,Poor,246,0,1,98800792
no,F,25,Young Adult,infrequent,biz,premium,Acceptable,Acceptable,Good,Poor,Good,219,0,0,98800793
no,M,45,Middle,loyal,biz,regular,Poor,Poor,Acceptable,Poor,Good,188,30,0,98800794
no,M,62,Elder,loyal,pers,regular,Poor,Poor,Good,Good,Acceptable,203,69,0,98800795
no,M,26,Young Adult,infrequent,biz,regular,Poor,Poor,Acceptable,Good,Poor,278,170,0,98800796
no,F,23,Young Adult,infrequent,biz,regular,Poor,Poor,Acceptable,Poor,Acceptable,160,11,0,98800797
no,M,53,Upper Age,loyal,pers,premium,Poor,Poor,Good,Good,Poor,113,12,0,98800801
yes,F,39,Middle,loyal,biz,premium,Poor,Poor,Good,Good,Good,222,2,1,98800803
no,M,38,Middle,loyal,pers,regular,Good,Good,Acceptable,Poor,Poor,176,0,0,98800806
yes,F,30,Middle,loyal,pers,regular,Good,Good,Good,Poor,Good,212,85,1,98800808
no,M,27,Young Adult,infrequent,pers,premium,Poor,Poor,Good,Good,Good,144,0,0,98800810
yes,M,39,Middle,loyal,biz,premium,Poor,Poor,Acceptable,Good,Acceptable,191,15,1,98800811
no,F,60,Elder,loyal,biz,premium,Poor,Good,Poor,Good,Poor,206,11,0,98800812
no,F,38,Middle,infrequent,biz,premium,Acceptable,Acceptable,Acceptable,Poor,Acceptable,130,4,0,98800813
yes,F,62,Elder,loyal,pers,premium,Good,Good,Good,Poor,Good,65,0,1,98800815
yes,M,35,Middle,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,285,26,1,98800816
yes,F,72,Elder,loyal,biz,regular,Acceptable,Acceptable,Acceptable,Good,Poor,249,110,1,98800817
yes,F,47,Upper Age,loyal,biz,premium,Good,Acceptable,Good,Good,Good,156,14,1,98800818
no,M,29,Young Adult,loyal,biz,premium,Poor,Good,Acceptable,Poor,Good,173,0,0,98800819
no,F,27,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Good,Good,168,4,0,98800820
yes,F,25,Young Adult,loyal,biz,premium,Good,Good,Acceptable,Good,Poor,461,0,1,98800821
no,M,28,Young Adult,loyal,biz,regular,Acceptable,Poor,Acceptable,Acceptable,Acceptable,415,9,0,98800826
no,M,32,Middle,loyal,biz,regular,Poor,Poor,Good,Poor,Good,348,20,0,98800829
no,M,62,Elder,infrequent,biz,regular,Good,Good,Acceptable,Good,Poor,215,0,0,98800833
no,M,24,Young Adult,infrequent,biz,premium,Acceptable,Acceptable,Good,Good,Acceptable,178,0,0,98800835
yes,F,48,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,315,87,1,98800836
no,M,21,Young Adult,loyal,pers,regular,Acceptable,Acceptable,Good,Good,Good,183,220,0,98800839
yes,M,41,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,157,0,1,98800843
no,M,23,Young Adult,loyal,pers,premium,Poor,Poor,Good,Poor,Good,189,4,0,98800846
yes,F,34,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,180,0,1,98800847
no,F,56,Upper Age,infrequent,biz,regular,Poor,Poor,Poor,Poor,Poor,151,0,0,98800848
no,M,28,Young Adult,loyal,biz,regular,Poor,Good,Acceptable,Poor,Acceptable,197,13,0,98800850
yes,M,41,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,351,0,1,98800851
no,M,63,Elder,loyal,pers,regular,Poor,Poor,Good,Good,Poor,141,0,0,98800852
no,F,36,Middle,infrequent,biz,regular,Acceptable,Acceptable,Poor,Acceptable,Good,245,79,0,98800854
no,F,35,Middle,infrequent,biz,premium,Acceptable,Acceptable,Good,Good,Acceptable,318,6,0,98800860
no,F,22,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Good,Acceptable,211,26,0,98800862
no,F,35,Middle,infrequent,biz,regular,Poor,Poor,Poor,Poor,Acceptable,369,0,0,98800867
yes,M,41,Middle,loyal,biz,premium,Poor,Poor,Good,Good,Good,187,17,1,98800868
no,M,23,Young Adult,loyal,pers,regular,Poor,Poor,Acceptable,Acceptable,Poor,289,0,0,98800871
no,F,57,Upper Age,loyal,biz,premium,Poor,Poor,Poor,Acceptable,Poor,303,29,0,98800872
no,M,39,Middle,loyal,pers,regular,Acceptable,Acceptable,Acceptable,Good,Poor,236,0,0,98800873
yes,M,44,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,231,0,1,98800874
no,M,32,Middle,loyal,biz,regular,Good,Poor,Good,Good,Acceptable,198,0,0,98800877
no,M,24,Young Adult,loyal,biz,premium,Acceptable,Poor,Acceptable,Acceptable,Poor,334,149,0,98800878
yes,F,25,Young Adult,infrequent,biz,premium,Good,Good,Good,Good,Good,312,0,1,98800879
yes,M,41,Middle,loyal,biz,regular,Poor,Poor,Good,Acceptable,Good,79,0,1,98800889
yes,M,46,Upper Age,infrequent,biz,regular,Good,Good,Good,Acceptable,Good,227,8,1,98800890
yes,M,39,Middle,infrequent,biz,premium,Good,Good,Acceptable,Poor,Good,164,0,1,98800899
yes,F,54,Upper Age,infrequent,biz,regular,Good,Good,Acceptable,Good,Good,256,8,1,98800903
yes,M,46,Upper Age,loyal,biz,regular,Poor,Poor,Acceptable,Good,Acceptable,260,3,1,98800904
no,M,46,Upper Age,infrequent,biz,regular,Acceptable,Acceptable,Good,Poor,Good,251,4,0,98800908
yes,F,47,Upper Age,loyal,pers,premium,Good,Good,Good,Good,Good,96,1,1,98800910
yes,M,64,Elder,loyal,biz,premium,Good,Good,Good,Good,Good,276,0,1,98800915
yes,F,38,Middle,loyal,biz,premium,Poor,Good,Poor,Poor,Good,142,0,1,98800918
yes,F,39,Middle,loyal,biz,premium,Good,Good,Good,Poor,Good,387,41,1,98800921
no,M,56,Upper Age,loyal,pers,regular,Poor,Poor,Good,Poor,Poor,150,69,0,98800926
no,M,54,Upper Age,loyal,biz,regular,Acceptable,Good,Good,Acceptable,Acceptable,278,0,0,98800930
yes,M,40,Middle,loyal,biz,premium,Good,Good,Poor,Good,Poor,140,74,1,98800931
yes,M,28,Young Adult,loyal,biz,premium,Good,Good,Good,Good,Good,224,0,1,98800932
no,M,48,Upper Age,loyal,pers,premium,Poor,Poor,Good,Good,Poor,164,0,0,98800933
no,M,24,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Good,Acceptable,160,38,0,98800936
no,M,37,Middle,loyal,pers,regular,Acceptable,Acceptable,Good,Good,Acceptable,164,0,0,98800939
yes,M,43,Middle,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,242,124,1,98800940
yes,M,54,Upper Age,loyal,biz,regular,Acceptable,Acceptable,Good,Poor,Good,310,0,1,98800942
yes,F,41,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,130,6,1,98800945
yes,F,42,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,76,23,1,98800947
no,F,20,Young Adult,infrequent,biz,premium,Poor,Acceptable,Good,Good,Acceptable,162,4,0,98800948
yes,F,50,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,283,0,1,98800953
no,M,49,Upper Age,loyal,pers,premium,Poor,Poor,Good,Good,Poor,203,2,0,98800958
no,F,32,Middle,infrequent,biz,regular,Good,Good,Acceptable,Poor,Poor,158,0,0,98800959
yes,M,45,Middle,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,75,0,1,98800963
yes,F,44,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,228,0,1,98800968
no,M,27,Young Adult,loyal,biz,premium,Acceptable,Acceptable,Good,Acceptable,Acceptable,202,71,0,98800971
yes,F,48,Upper Age,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,246,4,1,98800972
no,F,38,Middle,loyal,biz,premium,Poor,Good,Acceptable,Poor,Good,203,0,0,98800975
no,M,56,Upper Age,loyal,pers,premium,Poor,Acceptable,Poor,Good,Poor,104,8,0,98800976
yes,M,49,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,91,22,1,98800977
yes,F,29,Young Adult,loyal,biz,regular,Good,Poor,Poor,Good,Good,270,0,1,98800979
no,F,37,Middle,infrequent,biz,premium,Acceptable,Good,Good,Good,Good,195,0,0,98800980
yes,M,29,Young Adult,loyal,biz,regular,Poor,Poor,Good,Good,Acceptable,423,9,1,98800982
no,M,25,Young Adult,loyal,pers,regular,Poor,Poor,Good,Poor,Acceptable,247,39,0,98800983
no,F,39,Middle,loyal,biz,regular,Acceptable,Good,Acceptable,Acceptable,Good,170,87,0,98800985
no,F,26,Young Adult,infrequent,biz,regular,Poor,Poor,Acceptable,Poor,Poor,253,24,0,98800989
yes,M,34,Middle,loyal,biz,premium,Poor,Acceptable,Good,Good,Good,116,4,1,98800991
yes,M,54,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,51,46,1,98800994
no,F,26,Young Adult,infrequent,biz,premium,Acceptable,Acceptable,Acceptable,Poor,Poor,172,4,0,98800995
yes,F,26,Young Adult,loyal,pers,premium,Poor,Poor,Good,Good,Poor,356,0,1,98800996
yes,F,56,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,360,6,1,98800997
no,M,55,Upper Age,loyal,pers,regular,Poor,Poor,Good,Good,Good,134,65,0,98800999
no,M,59,Upper Age,loyal,pers,regular,Good,Good,Good,Acceptable,Good,217,33,0,98801003
no,M,41,Middle,loyal,biz,premium,Good,Poor,Good,Good,Poor,127,23,0,98801004
no,M,28,Young Adult,infrequent,biz,premium,Good,Good,Good,Acceptable,Good,239,0,0,98801005
no,M,21,Young Adult,loyal,pers,regular,Acceptable,Acceptable,Good,Poor,Good,167,5,0,98801007
yes,M,60,Elder,loyal,pers,premium,Good,Good,Good,Acceptable,Poor,190,0,1,98801010
no,M,35,Middle,infrequent,biz,premium,Good,Good,Poor,Good,Acceptable,153,0,0,98801011
no,F,41,Middle,loyal,biz,premium,Good,Acceptable,Good,Poor,Good,168,0,0,98801012
yes,F,54,Upper Age,loyal,pers,premium,Good,Good,Good,Good,Good,250,28,1,98801013
no,M,56,Upper Age,loyal,pers,premium,Good,Good,Good,Poor,Good,144,5,0,98801015
yes,M,52,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,231,0,1,98801016
yes,F,37,Middle,infrequent,biz,regular,Acceptable,Acceptable,Good,Good,Acceptable,152,0,1,98801017
yes,F,70,Elder,loyal,pers,premium,Good,Good,Good,Good,Good,162,0,1,98801020
yes,F,51,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,95,0,1,98801021
no,F,66,Elder,loyal,pers,premium,Good,Good,Poor,Good,Poor,194,18,0,98801025
yes,F,48,Upper Age,loyal,biz,regular,Poor,Poor,Poor,Good,Poor,185,0,1,98801028
no,F,52,Upper Age,loyal,biz,regular,Acceptable,Poor,Acceptable,Good,Acceptable,345,0,0,98801032
yes,F,60,Elder,loyal,biz,regular,Poor,Poor,Good,Good,Good,267,0,1,98801034
yes,M,24,Young Adult,loyal,biz,regular,Poor,Poor,Good,Good,Acceptable,480,7,1,98801035
yes,M,56,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,326,0,1,98801036
no,M,22,Young Adult,infrequent,biz,premium,Good,Good,Good,Poor,Good,163,0,0,98801038
yes,M,26,Young Adult,infrequent,biz,premium,Good,Good,Good,Good,Good,222,13,1,98801040
no,M,47,Upper Age,loyal,biz,premium,Poor,Good,Poor,Acceptable,Poor,144,0,0,98801041
yes,M,60,Elder,loyal,biz,premium,Poor,Poor,Good,Poor,Good,350,0,1,98801043
no,M,54,Upper Age,loyal,pers,regular,Poor,Poor,Good,Good,Poor,260,4,0,98801044
no,F,34,Middle,infrequent,biz,regular,Poor,Poor,Good,Good,Good,199,30,0,98801046
no,M,69,Elder,loyal,pers,regular,Poor,Poor,Good,Poor,Good,275,0,0,98801050
no,F,36,Middle,loyal,biz,regular,Poor,Good,Poor,Good,Poor,255,145,0,98801051
yes,F,42,Middle,loyal,biz,regular,Good,Poor,Acceptable,Good,Acceptable,100,0,1,98801052
no,M,61,Elder,loyal,pers,regular,Acceptable,Acceptable,Acceptable,Acceptable,Poor,315,0,0,98801053
no,F,40,Middle,infrequent,biz,premium,Acceptable,Acceptable,Acceptable,Poor,Poor,194,0,0,98801055
no,M,48,Upper Age,infrequent,biz,regular,Acceptable,Acceptable,Poor,Acceptable,Poor,198,186,0,98801056
yes,F,19,Young Adult,infrequent,biz,premium,Good,Good,Good,Poor,Acceptable,240,9,1,98801057
no,F,27,Young Adult,infrequent,biz,premium,Acceptable,Poor,Good,Acceptable,Acceptable,267,4,0,98801059
yes,F,44,Middle,loyal,biz,premium,Poor,Poor,Poor,Poor,Poor,188,11,1,98801061
yes,M,41,Middle,loyal,biz,premium,Poor,Poor,Good,Good,Good,186,0,1,98801063
yes,F,22,Young Adult,loyal,biz,regular,Good,Acceptable,Acceptable,Good,Poor,441,32,1,98801064
no,M,22,Young Adult,loyal,pers,regular,Poor,Poor,Acceptable,Poor,Good,174,180,0,98801066
yes,F,18,Young Adult,loyal,pers,premium,Good,Good,Good,Good,Good,234,0,1,98801067
yes,F,42,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,203,8,1,98801070
yes,M,34,Middle,loyal,biz,premium,Poor,Acceptable,Good,Good,Good,155,21,1,98801072
no,M,67,Elder,loyal,pers,premium,Poor,Poor,Acceptable,Acceptable,Good,290,5,0,98801073
yes,F,70,Elder,loyal,pers,premium,Good,Good,Good,Good,Good,65,10,1,98801077
yes,F,36,Middle,loyal,biz,premium,Good,Acceptable,Poor,Good,Acceptable,98,2,1,98801078
yes,F,25,Young Adult,loyal,biz,premium,Poor,Poor,Acceptable,Good,Poor,162,9,1,98801080
no,M,48,Upper Age,loyal,pers,regular,Acceptable,Acceptable,Good,Good,Good,170,5,0,98801082
