,Gender,Age,Age_Group,Customer_Type,Type_Travel,Seat_Class,Travel_Distance(km),delay(seconds),ID
982,M,25,Young Adult,loyal,pers,regular,247,39,98800983
984,F,39,Middle,loyal,biz,regular,170,87,98800985
988,F,26,Young Adult,infrequent,biz,regular,253,24,98800989
990,M,34,Middle,loyal,biz,premium,116,4,98800991
993,M,54,Upper Age,loyal,biz,premium,51,46,98800994
994,F,26,Young Adult,infrequent,biz,premium,172,4,98800995
995,F,26,Young Adult,loyal,pers,premium,356,0,98800996
996,F,56,Upper Age,loyal,biz,premium,360,6,98800997
998,M,55,Upper Age,loyal,pers,regular,134,65,98800999
1002,M,59,Upper Age,loyal,pers,regular,217,33,98801003
1003,M,41,Middle,loyal,biz,premium,127,23,98801004
1004,M,28,Young Adult,infrequent,biz,premium,239,0,98801005
1006,M,21,Young Adult,loyal,pers,regular,167,5,98801007
1009,M,60,Elder,loyal,pers,premium,190,0,98801010
1010,M,35,Middle,infrequent,biz,premium,153,0,98801011
1011,F,41,Middle,loyal,biz,premium,168,0,98801012
1012,F,54,Upper Age,loyal,pers,premium,250,28,98801013
1014,M,56,Upper Age,loyal,pers,premium,144,5,98801015
1015,M,52,Upper Age,loyal,biz,premium,231,0,98801016
1016,F,37,Middle,infrequent,biz,regular,152,0,98801017
1019,F,70,Elder,loyal,pers,premium,162,0,98801020
1020,F,51,Upper Age,loyal,biz,regular,95,0,98801021
1024,F,66,Elder,loyal,pers,premium,194,18,98801025
1027,F,48,Upper Age,loyal,biz,regular,185,0,98801028
1031,F,52,Upper Age,loyal,biz,regular,345,0,98801032
1033,F,60,Elder,loyal,biz,regular,267,0,98801034
1034,M,24,Young Adult,loyal,biz,regular,480,7,98801035
1035,M,56,Upper Age,loyal,biz,premium,326,0,98801036
1037,M,22,Young Adult,infrequent,biz,premium,163,0,98801038
1039,M,26,Young Adult,infrequent,biz,premium,222,13,98801040
1040,M,47,Upper Age,loyal,biz,premium,144,0,98801041
1042,M,60,Elder,loyal,biz,premium,350,0,98801043
1043,M,54,Upper Age,loyal,pers,regular,260,4,98801044
1045,F,34,Middle,infrequent,biz,regular,199,30,98801046
1049,M,69,Elder,loyal,pers,regular,275,0,98801050
1050,F,36,Middle,loyal,biz,regular,255,145,98801051
1051,F,42,Middle,loyal,biz,regular,100,0,98801052
1052,M,61,Elder,loyal,pers,regular,315,0,98801053
1054,F,40,Middle,infrequent,biz,premium,194,0,98801055
1055,M,48,Upper Age,infrequent,biz,regular,198,186,98801056
1056,F,19,Young Adult,infrequent,biz,premium,240,9,98801057
1058,F,27,Young Adult,infrequent,biz,premium,267,4,98801059
1060,F,44,Middle,loyal,biz,premium,188,11,98801061
1062,M,41,Middle,loyal,biz,premium,186,0,98801063
1063,F,22,Young Adult,loyal,biz,regular,441,32,98801064
1065,M,22,Young Adult,loyal,pers,regular,174,180,98801066
1066,F,18,Young Adult,loyal,pers,premium,234,0,98801067
1069,F,42,Middle,loyal,biz,premium,203,8,98801070
1071,M,34,Middle,loyal,biz,premium,155,21,98801072
1072,M,67,Elder,loyal,pers,premium,290,5,98801073
1076,F,70,Elder,loyal,pers,premium,65,10,98801077
1077,F,36,Middle,loyal,biz,premium,98,2,98801078
1079,F,25,Young Adult,loyal,biz,premium,162,9,98801080
1081,M,48,Upper Age,loyal,pers,regular,170,5,98801082
1083,F,23,Young Adult,loyal,biz,premium,392,0,98801084
1086,F,24,Young Adult,loyal,pers,regular,232,0,98801087
1090,M,30,Middle,infrequent,biz,regular,208,0,98801091
1092,F,31,Middle,loyal,pers,premium,187,2,98801093
1094,F,65,Elder,loyal,pers,premium,50,104,98801095
1096,M,31,Middle,loyal,biz,regular,315,13,98801097
1098,F,46,Upper Age,infrequent,biz,premium,233,0,98801099
1102,F,49,Upper Age,loyal,biz,regular,324,0,98801103
1104,M,21,Young Adult,loyal,pers,regular,209,88,98801105
1105,F,40,Middle,loyal,biz,regular,401,16,98801106
1106,F,25,Young Adult,infrequent,biz,premium,151,0,98801107
1107,M,41,Middle,loyal,biz,regular,388,0,98801108
1108,M,49,Upper Age,loyal,pers,premium,268,0,98801109
1110,M,32,Middle,loyal,biz,premium,388,0,98801111
1116,F,58,Upper Age,loyal,pers,premium,85,156,98801117
1117,F,54,Upper Age,loyal,biz,regular,192,252,98801118
1118,M,40,Middle,loyal,pers,premium,144,0,98801119
1121,F,39,Middle,loyal,biz,premium,315,0,98801122
1124,F,69,Elder,loyal,pers,premium,99,39,98801125
1125,F,37,Middle,infrequent,biz,premium,211,104,98801126
1130,F,52,Upper Age,loyal,biz,premium,56,20,98801131
1131,M,40,Middle,loyal,biz,regular,62,18,98801132
1132,M,22,Young Adult,infrequent,biz,premium,136,0,98801133
1133,M,60,Elder,loyal,pers,regular,194,35,98801134
1134,M,42,Middle,loyal,pers,regular,258,48,98801135
1135,M,44,Middle,infrequent,biz,premium,217,42,98801136
1136,M,56,Upper Age,loyal,biz,premium,183,78,98801137
1138,F,45,Middle,loyal,biz,premium,345,14,98801139
1143,M,42,Middle,loyal,biz,premium,307,6,98801144
1144,F,35,Middle,loyal,pers,regular,131,0,98801145
1149,F,43,Middle,loyal,pers,premium,99,1,98801150
1150,M,30,Middle,loyal,biz,regular,130,0,98801151
1154,M,39,Middle,infrequent,biz,premium,124,6,98801155
1155,F,39,Middle,loyal,biz,premium,284,0,98801156
1156,F,23,Young Adult,loyal,biz,premium,267,0,98801157
1158,M,27,Young Adult,infrequent,biz,regular,88,13,98801159
1159,F,59,Upper Age,loyal,biz,premium,262,0,98801160
1162,M,40,Middle,loyal,biz,regular,380,0,98801163
1164,F,35,Middle,loyal,biz,premium,148,36,98801165
1165,F,39,Middle,loyal,pers,regular,179,0,98801166
1166,M,60,Elder,loyal,biz,premium,277,12,98801167
1167,M,46,Upper Age,loyal,biz,premium,409,11,98801168
1168,F,56,Upper Age,loyal,pers,regular,101,133,98801169
1170,M,59,Upper Age,loyal,biz,premium,112,2,98801171
1171,M,48,Upper Age,loyal,biz,regular,247,0,98801172
1172,F,53,Upper Age,loyal,biz,regular,347,3,98801173
1174,F,39,Middle,loyal,biz,premium,146,0,98801175
1175,F,41,Middle,loyal,biz,regular,291,0,98801176
1177,F,37,Middle,infrequent,biz,premium,203,6,98801178
1179,M,50,Upper Age,loyal,biz,regular,248,54,98801180
1182,M,50,Upper Age,loyal,pers,premium,70,11,98801183
1183,F,35,Middle,loyal,pers,regular,292,10,98801184
1192,M,72,Elder,loyal,biz,premium,212,14,98801193
1196,F,50,Upper Age,loyal,pers,premium,56,19,98801197
1198,M,33,Middle,loyal,biz,regular,488,0,98801199
1199,F,37,Middle,loyal,pers,premium,229,0,98801200
1200,F,44,Middle,loyal,biz,regular,391,0,98801201
1201,F,40,Middle,infrequent,pers,regular,216,0,98801202
1202,M,32,Middle,infrequent,biz,regular,176,0,98801203
1205,M,23,Young Adult,infrequent,biz,regular,127,11,98801206
1206,F,28,Young Adult,loyal,pers,premium,152,1,98801207
1209,M,26,Young Adult,loyal,biz,premium,205,42,98801210
1210,F,62,Elder,loyal,biz,regular,175,0,98801211
1211,M,24,Young Adult,loyal,biz,regular,380,65,98801212
1214,M,32,Middle,loyal,pers,premium,169,0,98801215
1215,F,29,Young Adult,loyal,pers,regular,369,21,98801216
1221,M,45,Middle,loyal,pers,regular,136,7,98801222
1222,M,53,Upper Age,loyal,biz,premium,68,2,98801223
1223,M,35,Middle,infrequent,biz,premium,393,0,98801224
1225,M,48,Upper Age,loyal,biz,premium,161,0,98801226
1226,F,38,Middle,infrequent,biz,premium,180,33,98801227
1233,M,27,Young Adult,infrequent,biz,regular,204,10,98801234
1238,M,35,Middle,infrequent,biz,premium,185,0,98801239
1239,F,48,Upper Age,loyal,pers,premium,95,2,98801240
1241,F,52,Upper Age,loyal,pers,premium,79,0,98801242
1242,M,19,Young Adult,infrequent,biz,regular,254,0,98801243
1250,F,33,Middle,infrequent,biz,premium,130,8,98801251
1251,M,35,Middle,loyal,biz,regular,361,0,98801252
1252,M,40,Middle,loyal,biz,premium,183,5,98801253
1253,F,55,Upper Age,loyal,biz,regular,62,0,98801254
1256,M,23,Young Adult,loyal,biz,premium,188,19,98801257
1258,M,66,Elder,loyal,pers,regular,314,0,98801259
1263,M,62,Elder,loyal,biz,premium,209,118,98801264
1264,F,43,Middle,loyal,biz,premium,225,0,98801265
1265,M,47,Upper Age,loyal,biz,premium,200,0,98801266
1267,F,27,Young Adult,infrequent,biz,premium,103,21,98801268
1272,F,40,Middle,loyal,biz,premium,328,12,98801273
1276,F,34,Middle,infrequent,biz,premium,380,0,98801277
1277,F,59,Upper Age,loyal,biz,regular,200,0,98801278
1279,M,37,Middle,infrequent,biz,premium,164,0,98801280
1283,F,26,Young Adult,infrequent,biz,regular,116,0,98801284
1284,M,39,Middle,infrequent,biz,premium,197,9,98801285
1291,M,50,Upper Age,loyal,biz,regular,146,33,98801292
1292,M,39,Middle,loyal,biz,premium,336,82,98801293
1294,M,35,Middle,loyal,biz,regular,150,0,98801295
1296,M,19,Young Adult,loyal,pers,premium,171,0,98801297
1299,M,46,Upper Age,loyal,biz,regular,139,0,98801300
1300,M,53,Upper Age,loyal,pers,regular,197,0,98801301
1302,M,37,Middle,loyal,biz,regular,250,38,98801303
1304,F,41,Middle,loyal,pers,premium,203,156,98801305
1305,F,70,Elder,loyal,pers,regular,101,47,98801306
1307,F,39,Middle,loyal,pers,premium,207,69,98801308
1309,M,54,Upper Age,loyal,biz,regular,202,66,98801310
1310,F,22,Young Adult,infrequent,biz,premium,125,59,98801311
1312,F,57,Upper Age,infrequent,biz,regular,96,0,98801313
1314,F,38,Middle,loyal,pers,regular,174,3,98801315
1318,F,22,Young Adult,loyal,biz,premium,201,68,98801319
1321,F,45,Middle,loyal,biz,regular,99,0,98801322
1323,F,54,Upper Age,loyal,biz,premium,393,0,98801324
1325,F,32,Middle,loyal,pers,premium,173,0,98801326
1326,M,48,Upper Age,loyal,biz,regular,168,3,98801327
1327,M,26,Young Adult,infrequent,biz,premium,290,0,98801328
1329,M,35,Middle,loyal,biz,regular,331,0,98801330
1330,M,31,Middle,loyal,biz,regular,396,68,98801331
1332,F,56,Upper Age,loyal,biz,premium,181,0,98801333
1333,M,55,Upper Age,loyal,biz,regular,122,0,98801334
1335,M,29,Young Adult,infrequent,biz,regular,180,30,98801336
1340,M,41,Middle,loyal,biz,regular,224,0,98801341
1341,F,24,Young Adult,infrequent,biz,regular,300,0,98801342
1342,M,39,Middle,loyal,biz,regular,204,0,98801343
1345,M,29,Young Adult,loyal,pers,premium,270,37,98801346
1346,F,28,Young Adult,loyal,biz,regular,194,22,98801347
1348,M,52,Upper Age,loyal,biz,regular,339,0,98801349
1350,F,22,Young Adult,infrequent,biz,premium,163,0,98801351
1351,M,42,Middle,loyal,biz,regular,261,34,98801352
1355,F,34,Middle,infrequent,biz,regular,182,0,98801356
1358,M,50,Upper Age,loyal,biz,premium,178,0,98801359
1360,M,39,Middle,loyal,biz,regular,63,0,98801361
1361,M,44,Middle,loyal,biz,premium,151,0,98801362
1363,F,52,Upper Age,loyal,biz,regular,375,0,98801364
1364,M,64,Elder,loyal,pers,regular,213,0,98801365
1365,M,29,Young Adult,loyal,biz,premium,283,17,98801366
1367,M,30,Middle,loyal,biz,premium,528,126,98801368
1369,M,32,Middle,loyal,pers,regular,151,0,98801370
1371,F,19,Young Adult,infrequent,biz,regular,209,2,98801372
1374,F,47,Upper Age,loyal,biz,regular,182,39,98801375
1376,M,59,Upper Age,loyal,biz,premium,198,23,98801377
1385,F,42,Middle,infrequent,biz,premium,218,0,98801386
1392,F,44,Middle,loyal,pers,premium,78,24,98801393
1398,M,40,Middle,loyal,biz,premium,209,12,98801399
1399,F,24,Young Adult,loyal,biz,regular,214,0,98801400
1402,F,52,Upper Age,loyal,biz,regular,249,0,98801403
1406,F,23,Young Adult,loyal,pers,regular,291,34,98801407
1409,F,57,Upper Age,loyal,pers,regular,65,0,98801410
1410,M,29,Young Adult,infrequent,biz,premium,227,200,98801411
1412,M,21,Young Adult,infrequent,biz,regular,206,1,98801413
1413,F,23,Young Adult,infrequent,biz,regular,230,50,98801414
1415,M,24,Young Adult,infrequent,biz,regular,233,0,98801416
1416,F,54,Upper Age,loyal,biz,regular,256,3,98801417
1421,M,52,Upper Age,loyal,biz,premium,207,84,98801422
1425,M,41,Middle,loyal,biz,premium,76,12,98801426
1426,F,37,Middle,infrequent,biz,regular,136,0,98801427
1429,M,36,Middle,loyal,pers,premium,168,91,98801430
1430,M,57,Upper Age,loyal,biz,premium,80,0,98801431
1432,F,48,Upper Age,loyal,biz,premium,243,5,98801433
1433,M,25,Young Adult,loyal,biz,premium,352,125,98801434
1437,M,54,Upper Age,loyal,biz,premium,176,13,98801438
1441,F,24,Young Adult,loyal,pers,premium,217,11,98801442
1442,M,21,Young Adult,loyal,pers,regular,222,5,98801443
1443,M,67,Elder,loyal,pers,regular,124,0,98801444
1445,M,57,Upper Age,loyal,biz,premium,83,0,98801446
1446,M,44,Middle,loyal,biz,regular,269,0,98801447
1447,M,35,Middle,loyal,pers,premium,148,0,98801448
1449,M,38,Middle,loyal,biz,premium,332,0,98801450
1450,F,40,Middle,loyal,biz,premium,60,32,98801451
1452,M,50,Upper Age,loyal,biz,premium,260,0,98801453
1453,F,22,Young Adult,infrequent,biz,regular,267,0,98801454
1454,F,30,Middle,loyal,pers,regular,171,117,98801455
1457,M,29,Young Adult,loyal,biz,premium,291,19,98801458
1459,M,36,Middle,loyal,biz,premium,167,0,98801460
1460,M,55,Upper Age,loyal,biz,premium,206,0,98801461
1462,F,27,Young Adult,loyal,pers,regular,221,16,98801463
1463,F,56,Upper Age,loyal,biz,regular,267,0,98801464
1464,M,21,Young Adult,infrequent,biz,regular,120,0,98801465
1468,F,62,Elder,loyal,biz,premium,299,0,98801469
1469,M,48,Upper Age,loyal,biz,regular,222,24,98801470
1471,F,24,Young Adult,infrequent,biz,premium,166,107,98801472
1474,F,43,Middle,loyal,pers,premium,59,0,98801475
1476,M,24,Young Adult,loyal,pers,regular,287,0,98801477
1478,M,44,Middle,loyal,biz,regular,184,0,98801479
1479,F,28,Young Adult,infrequent,biz,regular,224,251,98801480
1481,M,40,Middle,loyal,pers,regular,153,5,98801482
1482,F,61,Elder,loyal,biz,regular,246,7,98801483
1489,M,31,Middle,loyal,biz,premium,125,87,98801490
1491,M,28,Young Adult,loyal,biz,regular,246,5,98801492
1497,M,23,Young Adult,infrequent,biz,regular,222,0,98801498
1498,M,45,Middle,infrequent,biz,premium,177,0,98801499
1501,M,45,Middle,loyal,biz,premium,195,2,98801502
1502,F,34,Middle,loyal,biz,premium,298,40,98801503
1504,F,47,Upper Age,loyal,biz,premium,289,0,98801505
1506,M,28,Young Adult,loyal,biz,premium,145,0,98801507
1508,M,28,Young Adult,loyal,biz,premium,264,4,98801509
1510,M,26,Young Adult,loyal,pers,premium,231,82,98801511
1512,F,57,Upper Age,loyal,biz,premium,172,0,98801513
1514,M,32,Middle,loyal,pers,premium,374,59,98801515
1516,F,27,Young Adult,loyal,pers,premium,239,16,98801517
1518,F,23,Young Adult,infrequent,biz,regular,222,0,98801519
1525,F,59,Upper Age,loyal,biz,regular,223,45,98801526
1526,M,30,Middle,loyal,biz,regular,341,36,98801527
1529,M,24,Young Adult,loyal,biz,regular,342,0,98801530
1530,M,23,Young Adult,infrequent,biz,premium,256,0,98801531
1531,M,54,Upper Age,loyal,biz,premium,238,35,98801532
1532,M,47,Upper Age,loyal,pers,premium,306,82,98801533
1533,F,49,Upper Age,loyal,pers,premium,93,0,98801534
1534,M,39,Middle,loyal,biz,regular,129,0,98801535
1536,M,20,Young Adult,infrequent,biz,regular,345,5,98801537
1537,M,43,Middle,loyal,pers,regular,177,0,98801538
1540,M,41,Middle,loyal,biz,premium,165,2,98801541
1542,M,21,Young Adult,loyal,pers,premium,227,0,98801543
1545,F,41,Middle,loyal,biz,regular,161,39,98801546
1546,M,31,Middle,loyal,biz,premium,203,14,98801547
1547,M,39,Middle,loyal,biz,regular,308,0,98801548
1548,F,24,Young Adult,loyal,pers,regular,194,0,98801549
1550,F,18,Young Adult,loyal,pers,regular,297,58,98801551
1552,M,67,Elder,loyal,pers,regular,182,0,98801553
1553,F,39,Middle,loyal,biz,premium,185,0,98801554
1555,M,35,Middle,loyal,biz,regular,242,0,98801556
1556,M,36,Middle,loyal,pers,premium,448,47,98801557
1560,F,63,Elder,loyal,pers,premium,122,0,98801561
1562,M,22,Young Adult,loyal,pers,regular,272,0,98801563
1563,M,51,Upper Age,loyal,biz,premium,180,0,98801564
1568,M,59,Upper Age,loyal,pers,premium,143,95,98801569
1570,M,40,Middle,loyal,biz,premium,73,21,98801571
1572,F,42,Middle,infrequent,biz,regular,149,0,98801573
1573,M,46,Upper Age,infrequent,biz,premium,223,0,98801574
1574,F,85,Elder,loyal,biz,premium,292,5,98801575
1579,F,52,Upper Age,loyal,biz,regular,179,0,98801580
1580,M,39,Middle,loyal,biz,premium,182,0,98801581
1583,F,35,Middle,loyal,pers,regular,73,0,98801584
1584,M,33,Middle,loyal,biz,premium,132,14,98801585
1587,F,21,Young Adult,infrequent,biz,regular,232,0,98801588
1590,F,29,Young Adult,loyal,biz,premium,419,6,98801591
1595,M,41,Middle,loyal,pers,regular,128,0,98801596
1596,F,38,Middle,infrequent,biz,premium,232,0,98801597
1597,F,31,Middle,loyal,pers,regular,257,0,98801598
1598,M,35,Middle,loyal,biz,premium,395,4,98801599
1600,F,44,Middle,loyal,biz,premium,201,5,98801601
1601,M,54,Upper Age,loyal,pers,regular,202,24,98801602
1603,M,23,Young Adult,loyal,pers,premium,215,0,98801604
1606,F,22,Young Adult,infrequent,biz,regular,144,0,98801607
1607,F,40,Middle,loyal,biz,regular,90,54,98801608
1608,F,60,Elder,loyal,biz,regular,342,0,98801609
1610,F,60,Elder,loyal,biz,premium,80,11,98801611
1611,M,35,Middle,loyal,biz,regular,128,114,98801612
1612,M,64,Elder,loyal,pers,regular,121,22,98801613
1613,F,39,Middle,loyal,biz,premium,368,44,98801614
1616,M,26,Young Adult,infrequent,biz,regular,117,0,98801617
1619,M,41,Middle,loyal,pers,regular,242,7,98801620
1621,F,46,Upper Age,loyal,biz,premium,170,0,98801622
1622,M,49,Upper Age,loyal,biz,regular,289,4,98801623
1623,M,51,Upper Age,loyal,biz,regular,201,0,98801624
1626,F,35,Middle,loyal,biz,regular,314,225,98801627
1627,M,52,Upper Age,loyal,biz,regular,192,0,98801628
1628,F,22,Young Adult,loyal,biz,premium,411,0,98801629
1629,F,48,Upper Age,infrequent,biz,regular,294,34,98801630
1632,F,27,Young Adult,infrequent,biz,regular,114,163,98801633
1633,M,22,Young Adult,loyal,biz,regular,202,0,98801634
1634,M,59,Upper Age,loyal,biz,premium,249,0,98801635
1635,M,39,Middle,loyal,biz,regular,373,0,98801636
1636,M,31,Middle,loyal,biz,regular,291,0,98801637
1637,M,44,Middle,infrequent,biz,regular,168,0,98801638
1638,M,45,Middle,loyal,pers,regular,326,0,98801639
1639,F,43,Middle,loyal,biz,regular,159,0,98801640
1642,F,37,Middle,infrequent,biz,premium,151,22,98801643
1645,F,39,Middle,infrequent,biz,regular,183,23,98801646
1647,M,56,Upper Age,loyal,biz,premium,79,217,98801648
1648,M,33,Middle,loyal,pers,premium,245,6,98801649
1649,F,22,Young Adult,loyal,pers,premium,204,1,98801650
1650,M,63,Elder,loyal,pers,regular,364,20,98801651
1652,F,31,Middle,loyal,pers,regular,153,35,98801653
1654,F,28,Young Adult,loyal,pers,premium,194,36,98801655
1658,M,37,Middle,loyal,biz,regular,197,0,98801659
1659,F,26,Young Adult,loyal,pers,regular,314,34,98801660
1661,M,21,Young Adult,infrequent,biz,regular,302,1,98801662
1663,M,27,Young Adult,infrequent,biz,regular,204,19,98801664
1669,M,31,Middle,loyal,biz,regular,295,209,98801670
1671,F,51,Upper Age,loyal,biz,regular,94,15,98801672
1672,F,24,Young Adult,loyal,pers,regular,237,6,98801673
1673,F,49,Upper Age,loyal,biz,premium,244,0,98801674
1675,M,58,Upper Age,loyal,pers,regular,64,108,98801676
1677,F,37,Middle,loyal,biz,regular,105,0,98801678
1679,F,25,Young Adult,loyal,pers,regular,236,0,98801680
1680,M,58,Upper Age,loyal,biz,regular,91,28,98801681
1685,M,68,Elder,loyal,pers,premium,154,0,98801686
1687,F,45,Middle,loyal,biz,regular,155,90,98801688
1688,M,29,Young Adult,loyal,biz,regular,376,13,98801689
1691,M,32,Middle,loyal,pers,regular,239,0,98801692
1692,M,50,Upper Age,loyal,biz,premium,315,8,98801693
1695,M,22,Young Adult,infrequent,biz,premium,201,11,98801696
1696,F,49,Upper Age,loyal,pers,regular,55,11,98801697
1697,M,41,Middle,infrequent,biz,premium,188,0,98801698
1698,M,38,Middle,loyal,biz,regular,242,0,98801699
1701,M,57,Upper Age,loyal,biz,regular,311,210,98801702
1703,F,44,Middle,loyal,biz,regular,62,18,98801704
1705,M,46,Upper Age,loyal,pers,premium,212,1,98801706
1707,M,51,Upper Age,loyal,pers,regular,130,61,98801708
1712,M,24,Young Adult,infrequent,biz,premium,234,0,98801713
1713,F,25,Young Adult,infrequent,biz,regular,178,0,98801714
1716,F,34,Middle,loyal,pers,regular,174,122,98801717
1718,M,57,Upper Age,loyal,biz,regular,206,0,98801719
1721,F,63,Elder,loyal,biz,premium,101,0,98801722
1724,F,23,Young Adult,infrequent,biz,premium,287,6,98801725
1726,F,24,Young Adult,loyal,pers,premium,167,0,98801727
1727,F,25,Young Adult,loyal,biz,regular,358,7,98801728
1729,M,40,Middle,loyal,pers,regular,64,0,98801730
1730,F,37,Middle,loyal,biz,premium,130,7,98801731
1733,F,51,Upper Age,loyal,biz,regular,348,13,98801734
1734,F,22,Young Adult,loyal,pers,premium,191,72,98801735
1735,F,40,Middle,loyal,biz,regular,188,54,98801736
1736,F,32,Middle,loyal,biz,premium,408,5,98801737
1738,F,43,Middle,loyal,biz,premium,64,19,98801739
1743,M,46,Upper Age,loyal,biz,regular,171,163,98801744
1744,F,27,Young Adult,loyal,pers,regular,94,0,98801745
1746,M,23,Young Adult,infrequent,biz,regular,217,0,98801747
1747,M,57,Upper Age,loyal,biz,regular,357,5,98801748
1748,M,57,Upper Age,loyal,biz,premium,363,4,98801749
1750,M,37,Middle,infrequent,biz,premium,168,0,98801751
1752,F,29,Young Adult,loyal,biz,regular,173,77,98801753
