,Satisfied,Seat_Comfort,Catering,Online_Support,Cleanliness,Catering,Onboard_Service,num_sat
970,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Acceptable,0
971,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
974,no,Poor,Good,Poor,Acceptable,Good,Good,0
975,no,Poor,Acceptable,Good,Poor,Acceptable,Poor,0
976,yes,Good,Good,Good,Good,Good,Good,1
978,yes,Good,Poor,Good,Poor,Poor,Good,1
979,no,Acceptable,Good,Good,Good,Good,Good,0
981,yes,Poor,Poor,Good,Good,Poor,Acceptable,1
982,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
984,no,Acceptable,Good,Acceptable,Acceptable,Good,Good,0
988,no,Poor,Poor,Poor,Acceptable,Poor,Poor,0
990,yes,Poor,Acceptable,Good,Good,Acceptable,Good,1
993,yes,Good,Good,Good,Good,Good,Good,1
994,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Poor,0
995,yes,Poor,Poor,Good,Good,Poor,Poor,1
996,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
998,no,Poor,Poor,Good,Good,Poor,Good,0
1002,no,Good,Good,Acceptable,Good,Good,Good,0
1003,no,Good,Poor,Good,Good,Poor,Poor,0
1004,no,Good,Good,Acceptable,Good,Good,Good,0
1006,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
1009,yes,Good,Good,Acceptable,Good,Good,Poor,1
1010,no,Good,Good,Good,Poor,Good,Acceptable,0
1011,no,Good,Acceptable,Poor,Good,Acceptable,Good,0
1012,yes,Good,Good,Good,Good,Good,Good,1
1014,no,Good,Good,Poor,Good,Good,Good,0
1015,yes,Poor,Poor,Good,Good,Poor,Good,1
1016,yes,Acceptable,Acceptable,Good,Good,Acceptable,Acceptable,1
1019,yes,Good,Good,Good,Good,Good,Good,1
1020,yes,Poor,Poor,Good,Good,Poor,Good,1
1024,no,Good,Good,Good,Poor,Good,Poor,0
1027,yes,Poor,Poor,Good,Poor,Poor,Poor,1
1031,no,Acceptable,Poor,Good,Acceptable,Poor,Acceptable,0
1033,yes,Poor,Poor,Good,Good,Poor,Good,1
1034,yes,Poor,Poor,Good,Good,Poor,Acceptable,1
1035,yes,Poor,Poor,Good,Good,Poor,Good,1
1037,no,Good,Good,Poor,Good,Good,Good,0
1039,yes,Good,Good,Good,Good,Good,Good,1
1040,no,Poor,Good,Acceptable,Poor,Good,Poor,0
1042,yes,Poor,Poor,Poor,Good,Poor,Good,1
1043,no,Poor,Poor,Good,Good,Poor,Poor,0
1045,no,Poor,Poor,Good,Good,Poor,Good,0
1049,no,Poor,Poor,Poor,Good,Poor,Good,0
1050,no,Poor,Good,Good,Poor,Good,Poor,0
1051,yes,Good,Poor,Good,Acceptable,Poor,Acceptable,1
1052,no,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Poor,0
1054,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Poor,0
1055,no,Acceptable,Acceptable,Acceptable,Poor,Acceptable,Poor,0
1056,yes,Good,Good,Poor,Good,Good,Acceptable,1
1058,no,Acceptable,Poor,Acceptable,Good,Poor,Acceptable,0
1060,yes,Poor,Poor,Poor,Poor,Poor,Poor,1
1062,yes,Poor,Poor,Good,Good,Poor,Good,1
1063,yes,Good,Acceptable,Good,Acceptable,Acceptable,Poor,1
1065,no,Poor,Poor,Poor,Acceptable,Poor,Good,0
1066,yes,Good,Good,Good,Good,Good,Good,1
1069,yes,Good,Good,Good,Good,Good,Good,1
1071,yes,Poor,Acceptable,Good,Good,Acceptable,Good,1
1072,no,Poor,Poor,Acceptable,Acceptable,Poor,Good,0
1076,yes,Good,Good,Good,Good,Good,Good,1
1077,yes,Good,Acceptable,Good,Poor,Acceptable,Acceptable,1
1079,yes,Poor,Poor,Good,Acceptable,Poor,Poor,1
1081,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
1083,yes,Poor,Poor,Good,Acceptable,Poor,Poor,1
1086,yes,Good,Acceptable,Acceptable,Poor,Acceptable,Good,1
1090,no,Poor,Poor,Poor,Acceptable,Poor,Poor,0
1092,yes,Poor,Poor,Poor,Poor,Poor,Poor,1
1094,no,Good,Good,Good,Acceptable,Good,Acceptable,0
1096,yes,Good,Good,Good,Poor,Good,Good,1
1098,yes,Good,Good,Acceptable,Good,Good,Good,1
1102,no,Poor,Good,Good,Poor,Good,Poor,0
1104,no,Poor,Poor,Poor,Good,Poor,Good,0
1105,yes,Poor,Poor,Good,Good,Poor,Good,1
1106,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Acceptable,0
1107,yes,Good,Good,Poor,Poor,Good,Poor,1
1108,no,Poor,Poor,Acceptable,Acceptable,Poor,Good,0
1110,yes,Good,Good,Good,Poor,Good,Good,1
1116,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
1117,yes,Good,Good,Good,Good,Good,Good,1
1118,no,Poor,Poor,Acceptable,Acceptable,Poor,Good,0
1121,yes,Poor,Poor,Good,Poor,Poor,Poor,1
1124,yes,Good,Good,Good,Good,Good,Good,1
1125,no,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,0
1130,yes,Good,Poor,Good,Good,Poor,Good,1
1131,no,Poor,Poor,Poor,Poor,Poor,Poor,0
1132,yes,Poor,Poor,Good,Good,Poor,Acceptable,1
1133,no,Poor,Good,Good,Good,Good,Good,0
1134,yes,Good,Good,Good,Good,Good,Good,1
1135,no,Poor,Poor,Poor,Good,Poor,Good,0
1136,yes,Poor,Poor,Good,Good,Poor,Good,1
1138,yes,Good,Good,Good,Good,Good,Good,1
1143,no,Poor,Acceptable,Poor,Poor,Acceptable,Poor,0
1144,yes,Good,Poor,Good,Good,Poor,Good,1
1149,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
1150,no,Acceptable,Good,Acceptable,Acceptable,Good,Poor,0
1154,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
1155,yes,Poor,Poor,Good,Poor,Poor,Poor,1
1156,yes,Good,Poor,Acceptable,Good,Poor,Good,1
1158,no,Poor,Poor,Good,Good,Poor,Acceptable,0
1159,yes,Acceptable,Acceptable,Good,Poor,Acceptable,Poor,1
1162,yes,Poor,Poor,Good,Good,Poor,Good,1
1164,yes,Poor,Poor,Good,Good,Poor,Good,1
1165,yes,Poor,Poor,Good,Acceptable,Poor,Good,1
1166,yes,Good,Poor,Good,Poor,Poor,Acceptable,1
1167,yes,Good,Good,Good,Poor,Good,Good,1
1168,no,Good,Good,Good,Acceptable,Good,Acceptable,0
1170,yes,Poor,Poor,Good,Good,Poor,Good,1
1171,yes,Poor,Poor,Good,Good,Poor,Good,1
1172,yes,Good,Good,Good,Good,Good,Good,1
1174,yes,Good,Acceptable,Good,Poor,Acceptable,Acceptable,1
1175,no,Poor,Acceptable,Acceptable,Poor,Acceptable,Poor,0
1177,no,Poor,Poor,Acceptable,Good,Poor,Poor,0
1179,yes,Good,Good,Good,Good,Good,Good,1
1182,no,Poor,Poor,Good,Poor,Poor,Poor,0
1183,yes,Good,Good,Good,Good,Good,Good,1
1192,yes,Good,Good,Good,Good,Good,Good,1
1196,yes,Poor,Poor,Good,Good,Poor,Good,1
1198,yes,Good,Good,Good,Good,Good,Good,1
1199,yes,Poor,Poor,Good,Good,Poor,Good,1
1200,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
1201,no,Poor,Poor,Good,Good,Poor,Acceptable,0
1202,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,0
1205,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Poor,0
1206,yes,Good,Poor,Poor,Acceptable,Poor,Poor,1
1209,no,Acceptable,Poor,Acceptable,Good,Poor,Poor,0
1210,yes,Poor,Poor,Good,Acceptable,Poor,Acceptable,1
1211,yes,Poor,Poor,Good,Good,Poor,Good,1
1214,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
1215,yes,Good,Good,Poor,Acceptable,Good,Poor,1
1221,yes,Good,Good,Good,Good,Good,Good,1
1222,yes,Good,Good,Good,Good,Good,Good,1
1223,no,Acceptable,Acceptable,Good,Good,Acceptable,Poor,0
1225,yes,Good,Poor,Good,Good,Poor,Poor,1
1226,no,Poor,Poor,Good,Acceptable,Poor,Good,0
1233,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Poor,0
1238,no,Poor,Poor,Acceptable,Good,Poor,Good,0
1239,yes,Poor,Poor,Good,Good,Poor,Good,1
1241,no,Good,Good,Acceptable,Acceptable,Good,Acceptable,0
1242,no,Poor,Poor,Acceptable,Good,Poor,Good,0
1250,no,Acceptable,Acceptable,Good,Good,Acceptable,Poor,0
1251,yes,Poor,Poor,Good,Good,Poor,Good,1
1252,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
1253,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
1256,no,Good,Poor,Acceptable,Acceptable,Poor,Acceptable,0
1258,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
1263,no,Good,Poor,Acceptable,Good,Poor,Good,0
1264,yes,Poor,Poor,Good,Good,Poor,Good,1
1265,yes,Poor,Good,Good,Good,Good,Good,1
1267,no,Poor,Poor,Good,Good,Poor,Poor,0
1272,no,Poor,Poor,Acceptable,Poor,Poor,Poor,0
1276,no,Good,Good,Poor,Poor,Good,Poor,0
1277,yes,Good,Good,Good,Good,Good,Good,1
1279,no,Poor,Poor,Good,Acceptable,Poor,Acceptable,0
1283,yes,Good,Good,Poor,Good,Good,Poor,1
1284,no,Poor,Poor,Good,Acceptable,Poor,Good,0
1291,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
1292,yes,Good,Good,Poor,Good,Good,Good,1
1294,no,Acceptable,Poor,Good,Acceptable,Poor,Acceptable,0
1296,no,Acceptable,Acceptable,Good,Good,Acceptable,Acceptable,0
1299,no,Poor,Poor,Poor,Acceptable,Poor,Acceptable,0
1300,no,Good,Good,Poor,Good,Good,Good,0
1302,no,Acceptable,Poor,Acceptable,Acceptable,Poor,Acceptable,0
1304,yes,Poor,Poor,Good,Good,Poor,Poor,1
1305,yes,Poor,Poor,Good,Good,Poor,Good,1
1307,yes,Good,Good,Good,Good,Good,Good,1
1309,yes,Good,Good,Good,Good,Good,Good,1
1310,yes,Good,Good,Poor,Good,Good,Acceptable,1
1312,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
1314,yes,Poor,Poor,Good,Good,Poor,Good,1
1318,yes,Acceptable,Acceptable,Good,Poor,Acceptable,Acceptable,1
1321,no,Poor,Good,Acceptable,Poor,Good,Poor,0
1323,yes,Poor,Good,Good,Good,Good,Good,1
1325,yes,Good,Good,Good,Good,Good,Good,1
1326,no,Acceptable,Good,Acceptable,Good,Good,Poor,0
1327,yes,Good,Good,Good,Good,Good,Acceptable,1
1329,yes,Poor,Poor,Good,Good,Poor,Good,1
1330,yes,Poor,Poor,Acceptable,Poor,Poor,Good,1
1332,yes,Good,Good,Good,Good,Good,Good,1
1333,yes,Poor,Poor,Good,Good,Poor,Good,1
1335,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Poor,0
1340,yes,Acceptable,Poor,Good,Good,Poor,Good,1
1341,no,Good,Good,Poor,Poor,Good,Good,0
1342,no,Poor,Good,Poor,Good,Good,Poor,0
1345,no,Poor,Acceptable,Good,Good,Acceptable,Good,0
1346,yes,Poor,Poor,Poor,Good,Poor,Good,1
1348,yes,Poor,Poor,Good,Good,Poor,Good,1
1350,no,Good,Good,Good,Good,Good,Good,0
1351,no,Poor,Good,Acceptable,Poor,Good,Poor,0
1355,no,Poor,Poor,Acceptable,Acceptable,Poor,Poor,0
1358,yes,Poor,Poor,Good,Good,Poor,Good,1
1360,yes,Good,Acceptable,Good,Acceptable,Acceptable,Acceptable,1
1361,no,Poor,Acceptable,Poor,Poor,Acceptable,Poor,0
1363,yes,Poor,Poor,Good,Good,Poor,Good,1
1364,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Good,0
1365,yes,Good,Good,Good,Good,Good,Good,1
1367,yes,Good,Good,Good,Good,Good,Poor,1
1369,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
1371,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Acceptable,0
1374,no,Acceptable,Poor,Good,Acceptable,Poor,Acceptable,0
1376,yes,Good,Good,Good,Good,Good,Good,1
1385,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
1392,yes,Good,Acceptable,Good,Good,Acceptable,Good,1
1398,yes,Acceptable,Good,Good,Good,Good,Good,1
1399,yes,Good,Acceptable,Acceptable,Good,Acceptable,Good,1
1402,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
1406,yes,Poor,Poor,Good,Good,Poor,Acceptable,1
1409,yes,Good,Good,Good,Good,Good,Good,1
1410,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
1412,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Poor,0
1413,yes,Good,Good,Good,Good,Good,Acceptable,1
1415,no,Good,Good,Poor,Good,Good,Poor,0
1416,yes,Poor,Poor,Good,Poor,Poor,Poor,1
1421,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
1425,yes,Poor,Poor,Good,Good,Poor,Good,1
1426,no,Acceptable,Acceptable,Good,Good,Acceptable,Poor,0
1429,no,Good,Good,Good,Good,Good,Good,0
1430,yes,Poor,Poor,Good,Good,Poor,Good,1
1432,yes,Good,Good,Good,Good,Good,Good,1
1433,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
1437,no,Good,Poor,Good,Acceptable,Poor,Good,0
1441,yes,Good,Good,Good,Good,Good,Good,1
1442,no,Poor,Poor,Poor,Good,Poor,Good,0
1443,no,Good,Poor,Poor,Good,Poor,Good,0
1445,yes,Poor,Acceptable,Poor,Good,Acceptable,Good,1
1446,yes,Good,Good,Good,Good,Good,Good,1
1447,no,Good,Good,Good,Good,Good,Good,0
1449,yes,Poor,Acceptable,Good,Good,Acceptable,Good,1
1450,yes,Good,Good,Good,Good,Good,Good,1
1452,no,Good,Good,Acceptable,Good,Good,Good,0
1453,yes,Good,Good,Poor,Good,Good,Good,1
1454,yes,Good,Good,Good,Poor,Good,Good,1
1457,no,Good,Acceptable,Good,Good,Acceptable,Acceptable,0
1459,no,Poor,Poor,Poor,Poor,Poor,Poor,0
1460,yes,Poor,Poor,Good,Good,Poor,Good,1
1462,yes,Good,Good,Good,Good,Good,Acceptable,1
1463,no,Poor,Good,Acceptable,Acceptable,Good,Acceptable,0
1464,yes,Good,Good,Good,Good,Good,Good,1
1468,yes,Poor,Good,Good,Good,Good,Good,1
1469,yes,Good,Good,Good,Good,Good,Good,1
1471,no,Poor,Poor,Good,Poor,Poor,Acceptable,0
1474,no,Good,Acceptable,Acceptable,Poor,Acceptable,Poor,0
1476,no,Poor,Poor,Good,Poor,Poor,Good,0
1478,yes,Good,Good,Good,Poor,Good,Poor,1
1479,no,Poor,Poor,Good,Good,Poor,Acceptable,0
1481,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
1482,yes,Good,Good,Good,Good,Good,Good,1
1489,yes,Poor,Poor,Poor,Poor,Poor,Acceptable,1
1491,yes,Poor,Poor,Good,Good,Poor,Good,1
1497,no,Poor,Poor,Poor,Good,Poor,Good,0
1498,yes,Good,Good,Good,Good,Good,Good,1
1501,no,Good,Acceptable,Good,Good,Acceptable,Acceptable,0
1502,yes,Good,Good,Good,Poor,Good,Poor,1
1504,yes,Poor,Poor,Good,Good,Poor,Good,1
1506,yes,Good,Poor,Good,Acceptable,Poor,Good,1
1508,no,Acceptable,Good,Acceptable,Acceptable,Good,Good,0
1510,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
1512,yes,Poor,Poor,Good,Good,Poor,Good,1
1514,no,Poor,Poor,Acceptable,Acceptable,Poor,Acceptable,0
1516,yes,Good,Acceptable,Poor,Good,Acceptable,Good,1
1518,yes,Good,Good,Poor,Good,Good,Acceptable,1
1525,yes,Good,Good,Good,Good,Good,Good,1
1526,yes,Good,Good,Good,Good,Good,Good,1
1529,yes,Poor,Poor,Good,Good,Poor,Acceptable,1
1530,yes,Poor,Poor,Poor,Good,Poor,Acceptable,1
1531,yes,Poor,Good,Good,Good,Good,Good,1
1532,no,Poor,Poor,Acceptable,Good,Poor,Poor,0
1533,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
1534,no,Acceptable,Poor,Acceptable,Good,Poor,Poor,0
1536,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Poor,0
1537,no,Good,Good,Acceptable,Acceptable,Good,Good,0
1540,yes,Good,Good,Good,Good,Good,Good,1
1542,no,Poor,Poor,Good,Good,Poor,Good,0
1545,no,Poor,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,0
1546,yes,Good,Good,Good,Good,Good,Acceptable,1
1547,yes,Poor,Poor,Good,Good,Poor,Good,1
1548,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
1550,yes,Poor,Good,Acceptable,Good,Good,Good,1
1552,no,Poor,Poor,Acceptable,Acceptable,Poor,Good,0
1553,no,Poor,Good,Poor,Good,Good,Poor,0
1555,yes,Good,Good,Good,Poor,Good,Acceptable,1
1556,no,Acceptable,Poor,Good,Poor,Poor,Good,0
1560,yes,Good,Good,Good,Poor,Good,Poor,1
1562,no,Poor,Poor,Good,Good,Poor,Good,0
1563,no,Good,Acceptable,Good,Good,Acceptable,Acceptable,0
1568,no,Poor,Poor,Poor,Good,Poor,Good,0
1570,yes,Good,Good,Good,Good,Good,Good,1
1572,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Good,0
1573,no,Poor,Poor,Acceptable,Acceptable,Poor,Poor,0
1574,yes,Good,Good,Good,Poor,Good,Good,1
1579,yes,Poor,Poor,Good,Good,Poor,Good,1
1580,yes,Poor,Poor,Good,Good,Poor,Good,1
1583,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
1584,yes,Good,Good,Good,Good,Good,Poor,1
1587,yes,Good,Acceptable,Poor,Acceptable,Acceptable,Poor,1
1590,no,Poor,Acceptable,Poor,Good,Acceptable,Poor,0
1595,no,Poor,Poor,Acceptable,Good,Poor,Good,0
1596,no,Poor,Poor,Good,Good,Poor,Good,0
1597,yes,Poor,Poor,Good,Good,Poor,Good,1
1598,yes,Good,Good,Good,Good,Good,Good,1
1600,yes,Good,Good,Good,Good,Good,Good,1
1601,no,Poor,Poor,Poor,Good,Poor,Good,0
1603,no,Acceptable,Good,Poor,Acceptable,Good,Acceptable,0
1606,yes,Poor,Poor,Poor,Good,Poor,Good,1
1607,yes,Good,Good,Good,Good,Good,Good,1
1608,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
1610,yes,Acceptable,Good,Poor,Acceptable,Good,Acceptable,1
1611,no,Poor,Good,Poor,Poor,Good,Acceptable,0
1612,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
1613,yes,Poor,Poor,Good,Good,Poor,Good,1
1616,yes,Good,Good,Poor,Good,Good,Good,1
1619,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
1621,yes,Acceptable,Poor,Poor,Good,Poor,Good,1
1622,yes,Poor,Poor,Good,Good,Poor,Good,1
1623,yes,Good,Poor,Good,Poor,Poor,Poor,1
1626,no,Poor,Poor,Acceptable,Poor,Poor,Poor,0
1627,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
1628,yes,Poor,Poor,Good,Good,Poor,Acceptable,1
1629,no,Poor,Poor,Acceptable,Good,Poor,Acceptable,0
1632,no,Acceptable,Acceptable,Poor,Good,Acceptable,Acceptable,0
1633,no,Poor,Poor,Poor,Good,Poor,Poor,0
1634,no,Poor,Poor,Acceptable,Poor,Poor,Poor,0
1635,no,Acceptable,Good,Acceptable,Acceptable,Good,Acceptable,0
1636,no,Poor,Acceptable,Poor,Good,Acceptable,Good,0
1637,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Poor,0
1638,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
1639,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
1642,no,Acceptable,Poor,Acceptable,Good,Poor,Poor,0
1645,no,Poor,Poor,Good,Acceptable,Poor,Poor,0
1647,yes,Poor,Poor,Good,Good,Poor,Good,1
1648,no,Poor,Poor,Acceptable,Good,Poor,Acceptable,0
1649,no,Good,Good,Poor,Good,Good,Good,0
1650,no,Poor,Poor,Acceptable,Acceptable,Poor,Good,0
1652,yes,Poor,Good,Good,Good,Good,Good,1
1654,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
1658,yes,Good,Acceptable,Good,Acceptable,Acceptable,Good,1
1659,yes,Good,Good,Good,Poor,Good,Poor,1
1661,no,Poor,Poor,Good,Acceptable,Poor,Poor,0
1663,no,Poor,Poor,Good,Good,Poor,Poor,0
1669,no,Acceptable,Poor,Acceptable,Good,Poor,Good,0
1671,yes,Poor,Poor,Good,Good,Poor,Good,1
1672,yes,Poor,Poor,Good,Good,Poor,Good,1
1673,yes,Poor,Poor,Good,Good,Poor,Good,1
1675,no,Good,Good,Good,Good,Good,Good,0
1677,yes,Good,Good,Good,Good,Good,Good,1
1679,yes,Acceptable,Poor,Good,Good,Poor,Good,1
1680,yes,Poor,Poor,Good,Good,Poor,Good,1
1685,no,Poor,Poor,Good,Good,Poor,Acceptable,0
1687,yes,Acceptable,Good,Good,Acceptable,Good,Acceptable,1
1688,yes,Poor,Poor,Acceptable,Good,Poor,Good,1
1691,no,Poor,Poor,Good,Good,Poor,Good,0
1692,yes,Poor,Good,Good,Good,Good,Good,1
1695,no,Poor,Poor,Poor,Acceptable,Poor,Good,0
1696,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,0
1697,yes,Good,Good,Good,Good,Good,Good,1
1698,yes,Poor,Poor,Good,Acceptable,Poor,Acceptable,1
1701,yes,Good,Good,Good,Good,Good,Good,1
1703,yes,Poor,Poor,Good,Poor,Poor,Poor,1
1705,no,Poor,Poor,Poor,Good,Poor,Good,0
1707,no,Poor,Poor,Good,Good,Poor,Acceptable,0
1712,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
1713,no,Poor,Poor,Good,Good,Poor,Good,0
1716,no,Good,Good,Good,Poor,Good,Good,0
1718,yes,Good,Poor,Good,Acceptable,Poor,Good,1
1721,yes,Good,Good,Good,Poor,Good,Poor,1
1724,no,Poor,Poor,Good,Good,Poor,Acceptable,0
1726,yes,Poor,Poor,Poor,Good,Poor,Good,1
1727,yes,Good,Good,Good,Good,Good,Good,1
1729,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
1730,yes,Good,Poor,Good,Poor,Poor,Poor,1
1733,yes,Poor,Poor,Good,Good,Poor,Good,1
1734,no,Good,Good,Acceptable,Good,Good,Good,0
1735,no,Poor,Poor,Poor,Good,Poor,Poor,0
1736,no,Poor,Acceptable,Poor,Acceptable,Acceptable,Acceptable,0
1738,yes,Poor,Poor,Good,Poor,Poor,Poor,1
1743,no,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Poor,0
1744,no,Good,Good,Acceptable,Good,Good,Good,0
1746,no,Acceptable,Acceptable,Poor,Good,Acceptable,Acceptable,0
1747,yes,Poor,Poor,Poor,Poor,Poor,Poor,1
1748,yes,Good,Acceptable,Good,Acceptable,Acceptable,Poor,1
1750,no,Poor,Poor,Good,Good,Poor,Good,0
1752,no,Poor,Poor,Poor,Acceptable,Poor,Poor,0
1753,yes,Poor,Poor,Good,Good,Poor,Good,1
1755,no,Poor,Poor,Good,Good,Poor,Acceptable,0
1757,no,Acceptable,Good,Acceptable,Good,Good,Poor,0
1758,no,Poor,Poor,Good,Poor,Poor,Poor,0
1762,yes,Poor,Poor,Acceptable,Poor,Poor,Poor,1
1763,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
1764,yes,Good,Good,Good,Good,Good,Good,1
1765,yes,Good,Acceptable,Good,Poor,Acceptable,Acceptable,1
1766,yes,Poor,Poor,Poor,Acceptable,Poor,Poor,1
1768,yes,Good,Acceptable,Good,Acceptable,Acceptable,Poor,1
1769,no,Poor,Poor,Poor,Acceptable,Poor,Poor,0
1770,yes,Poor,Poor,Good,Good,Poor,Good,1
1771,no,Good,Good,Good,Good,Good,Good,0
1773,yes,Poor,Poor,Good,Good,Poor,Good,1
1774,no,Poor,Poor,Acceptable,Good,Poor,Good,0
1775,yes,Poor,Good,Poor,Poor,Good,Poor,1
1777,yes,Good,Good,Good,Good,Good,Good,1
1778,no,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,0
1779,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
1780,yes,Good,Good,Acceptable,Good,Good,Good,1
1783,no,Poor,Acceptable,Poor,Good,Acceptable,Good,0
1786,no,Acceptable,Poor,Acceptable,Good,Poor,Good,0
1787,no,Poor,Acceptable,Poor,Acceptable,Acceptable,Good,0
1788,yes,Good,Acceptable,Good,Poor,Acceptable,Good,1
1789,no,Acceptable,Acceptable,Good,Good,Acceptable,Poor,0
1790,yes,Good,Good,Good,Good,Good,Good,1
1793,no,Poor,Acceptable,Good,Acceptable,Acceptable,Poor,0
1794,yes,Good,Good,Good,Poor,Good,Good,1
1795,no,Good,Good,Good,Good,Good,Good,0
1800,yes,Good,Good,Poor,Poor,Good,Good,1
1802,yes,Poor,Poor,Good,Poor,Poor,Poor,1
1803,yes,Good,Poor,Poor,Good,Poor,Good,1
1804,yes,Good,Good,Good,Good,Good,Acceptable,1
1805,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
1808,no,Poor,Poor,Good,Good,Poor,Good,0
1810,no,Poor,Acceptable,Acceptable,Poor,Acceptable,Poor,0
1811,yes,Good,Good,Good,Acceptable,Good,Poor,1
1814,yes,Poor,Poor,Good,Acceptable,Poor,Acceptable,1
1815,no,Poor,Poor,Acceptable,Good,Poor,Good,0
1816,no,Poor,Poor,Good,Good,Poor,Good,0
1825,no,Poor,Poor,Good,Good,Poor,Good,0
1826,no,Poor,Poor,Poor,Acceptable,Poor,Acceptable,0
1827,yes,Acceptable,Poor,Good,Good,Poor,Good,1
1830,yes,Poor,Acceptable,Good,Poor,Acceptable,Poor,1
1832,no,Poor,Poor,Acceptable,Good,Poor,Good,0
1834,yes,Good,Good,Good,Good,Good,Good,1
1836,yes,Good,Good,Good,Good,Good,Good,1
1838,yes,Acceptable,Poor,Good,Good,Poor,Good,1
1841,yes,Good,Good,Acceptable,Poor,Good,Poor,1
1843,yes,Poor,Poor,Good,Acceptable,Poor,Acceptable,1
1844,yes,Good,Good,Good,Poor,Good,Poor,1
1845,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Good,0
1846,no,Poor,Poor,Acceptable,Poor,Poor,Poor,0
1847,yes,Poor,Poor,Poor,Good,Poor,Good,1
1848,no,Good,Good,Good,Good,Good,Acceptable,0
1849,no,Poor,Poor,Good,Good,Poor,Good,0
1850,yes,Good,Good,Good,Good,Good,Good,1
1852,no,Acceptable,Acceptable,Poor,Good,Acceptable,Poor,0
1856,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
1857,yes,Good,Good,Poor,Good,Good,Good,1
1858,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,0
1859,no,Poor,Poor,Acceptable,Acceptable,Poor,Poor,0
1860,yes,Poor,Poor,Good,Good,Poor,Good,1
1862,no,Poor,Poor,Good,Good,Poor,Poor,0
1863,yes,Good,Good,Good,Good,Good,Good,1
1864,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
1865,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
1868,no,Poor,Poor,Poor,Poor,Poor,Poor,0
1870,yes,Good,Good,Good,Good,Good,Good,1
